id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
L20,lexdec,nonword,low,high,6,menxge,1.922,.653366310548101,TRUE,12
L20,lexdec,nonword,low,high,6,uifths,1.813,.594982931772714,TRUE,12
L20,lexdec,nonword,low,high,4,bhef,1.032,.031498667059371,TRUE,12
L20,lexdec,nonword,low,high,4,ioed,.921,-.0822952427268302,TRUE,12
L20,lexdec,nonword,low,high,5,snohd,.937,-.0650719967437148,TRUE,12
L20,lexdec,nonword,low,high,5,drous,1.359,.306749135169007,TRUE,12
L20,lexdec,nonword,low,high,5,dzeam,1.531,.425921116675547,TRUE,12
L20,lexdec,nonword,low,high,6,prahce,1.593,.465619030927911,TRUE,12
L20,lexdec,word,low,high,4,drew,1.297,.260053905334307,TRUE,12
L20,lexdec,word,low,high,4,tree,1.921,.65284588378642,TRUE,12
L20,lexdec,word,low,high,4,golf,1.656,.504405055963068,TRUE,12
L20,lexdec,word,low,high,5,claim,1.437,.362557607096888,TRUE,12
L20,lexdec,word,low,high,5,tools,1.765,.56815069038526,TRUE,12
L20,lexdec,word,low,high,6,raised,1.64,.494696241836107,TRUE,12
L20,lexdec,word,low,high,6,talked,1.547,.436317571590929,TRUE,12
L20,lexdec,word,low,high,4,knee,2.266,.818016162605815,TRUE,12
L20,lexdec,word,low,high,4,term,1.203,.184818436992542,TRUE,12
L20,lexdec,word,low,high,4,eggs,1.594,.466246580368023,TRUE,12
L20,lexdec,word,low,high,5,serve,1.109,.10345870836823,TRUE,12
L20,lexdec,word,low,high,5,funds,.75,-.287682072451781,TRUE,12
L20,lexdec,word,low,high,6,remain,1.828,.603222473031958,TRUE,12
L20,lexdec,word,low,high,6,normal,.796,-.228156093137754,TRUE,12
L20,lexdec,word,low,high,6,handed,1.625,.485507815781701,TRUE,12
L20,lexdec,word,low,high,4,drop,.953,-.048140375327935,TRUE,12
L20,lexdec,word,low,high,4,plus,.922,-.0812100554255432,TRUE,12
L20,lexdec,word,low,high,4,iron,1.328,.283674051054242,TRUE,12
L20,lexdec,word,low,high,5,thick,1.328,.283674051054242,TRUE,12
L20,lexdec,word,low,high,5,towns,1.203,.184818436992542,TRUE,12
L20,lexdec,word,low,high,6,cattle,1.468,.383900930192324,TRUE,12
L20,lexdec,word,low,high,6,weight,1.016,.0158733491562902,TRUE,12
L20,lexdec,word,low,high,4,ends,1.234,.210260925483196,TRUE,12
L20,lexdec,word,low,high,5,yards,.985,-.0151136378100482,TRUE,12
L20,lexdec,word,low,high,5,march,.968,-.0325231917055601,TRUE,12
L20,lexdec,word,low,high,5,limit,.609,-.49593701127224,TRUE,12
L20,lexdec,word,low,high,6,helped,1.281,.247641022914597,TRUE,12
L20,lexdec,word,low,high,6,smiled,.859,-.151986356997882,TRUE,12
L20,lexdec,word,low,high,4,join,.719,-.32989392126109,TRUE,12
L20,lexdec,word,low,high,4,acts,1,0,TRUE,12
L20,lexdec,word,low,high,4,onto,.968,-.0325231917055601,TRUE,12
L20,lexdec,word,low,high,5,facts,.875,-.133531392624523,TRUE,12
L20,lexdec,word,low,high,5,doors,1.172,.158711691154821,TRUE,12
L20,lexdec,word,low,high,6,agreed,1,0,TRUE,12
L20,lexdec,word,low,high,6,motion,1.719,.541742726400712,TRUE,12
L20,lexdec,word,low,high,6,nodded,1.579,.456791735273505,TRUE,12
L20,lexdec,nonword,low,low,5,gilge,1.61,.476234178996372,TRUE,12
L20,lexdec,nonword,low,low,5,gwern,1.547,.436317571590929,TRUE,12
L20,lexdec,nonword,low,low,5,kwauc,2.141,.761273009607546,TRUE,12
L20,lexdec,nonword,low,low,6,blorgs,2.578,.947013904516996,TRUE,12
L20,lexdec,nonword,low,low,4,gwil,1.125,.117783035656383,TRUE,12
L20,lexdec,nonword,low,low,4,pryp,1.938,.661656513468574,TRUE,12
L20,lexdec,nonword,low,low,5,thaik,.828,-.188742124596877,TRUE,12
L20,lexdec,nonword,low,low,5,scaig,1.172,.158711691154821,TRUE,12
L20,lexdec,nonword,low,low,5,terpe,1.687,.522951803563831,TRUE,12
L20,lexdec,nonword,low,low,6,keched,.937,-.0650719967437148,TRUE,12
L20,lexdec,nonword,low,low,6,deaffs,.953,-.048140375327935,TRUE,12
L20,lexdec,nonword,low,low,4,shuf,1.36,.307484699747961,TRUE,12
L20,lexdec,nonword,low,low,4,merg,1.953,.669366651894542,TRUE,12
L20,lexdec,nonword,low,low,4,veut,1.641,.495305812107954,TRUE,12
L20,lexdec,nonword,low,low,5,throf,2.594,.953201085894252,TRUE,12
L20,lexdec,nonword,low,low,5,clett,.844,-.16960278438618,TRUE,12
L20,lexdec,nonword,low,low,6,breked,.937,-.0650719967437148,TRUE,12
L20,lexdec,nonword,low,low,6,korged,.922,-.0812100554255432,TRUE,12
L20,lexdec,nonword,low,low,6,slaund,1.078,.0751074724868055,TRUE,12
L20,lexdec,nonword,low,low,4,ipce,1.468,.383900930192324,TRUE,12
L20,lexdec,nonword,low,low,4,dwur,.906,-.0987159729391577,TRUE,12
L20,lexdec,nonword,low,low,5,scanx,.828,-.188742124596877,TRUE,12
L20,lexdec,nonword,low,low,5,yoarm,.797,-.226900600191922,TRUE,12
L20,lexdec,nonword,low,low,6,cratts,1.187,.171429115627531,TRUE,12
L20,lexdec,nonword,low,low,6,fleste,.75,-.287682072451781,TRUE,12
L20,lexdec,nonword,low,low,4,zyts,1.516,.41607528722018,TRUE,12
L20,lexdec,nonword,low,low,4,truv,.891,-.115410851511328,TRUE,12
L20,lexdec,nonword,low,low,5,snauk,1.016,.0158733491562902,TRUE,12
L20,lexdec,nonword,low,low,5,shoth,1.531,.425921116675547,TRUE,12
L20,lexdec,nonword,low,low,5,plood,2.078,.731405892677036,TRUE,12
L20,lexdec,nonword,low,low,6,mowlds,1.484,.394741144745189,TRUE,12
L20,lexdec,nonword,low,low,6,sponts,.984,-.0161293819298836,TRUE,12
L20,lexdec,word,low,low,4,wolf,1.641,.495305812107954,TRUE,12
L20,lexdec,word,low,low,4,numb,2.125,.75377180237638,TRUE,12
L20,lexdec,word,low,low,4,afar,1.828,.603222473031958,TRUE,12
L20,lexdec,word,low,low,5,lions,2.406,.877965617552487,TRUE,12
L20,lexdec,word,low,low,6,bolted,1.344,.295650242100958,TRUE,12
L20,lexdec,word,low,low,6,hinted,2.015,.700619195398646,TRUE,12
L20,lexdec,word,low,low,6,nudged,2.281,.824613943302251,TRUE,12
L20,lexdec,word,low,low,4,oxen,1.453,.373630384588146,TRUE,12
L20,lexdec,word,low,low,4,grub,1.344,.295650242100958,TRUE,12
L20,lexdec,word,low,low,4,defy,1.219,.198030850499135,TRUE,12
L20,lexdec,word,low,low,5,ounce,.922,-.0812100554255432,TRUE,12
L20,lexdec,word,low,low,5,roast,.813,-.207024169434327,TRUE,12
L20,lexdec,word,low,low,6,flexed,.843,-.170788320980282,TRUE,12
L20,lexdec,word,low,low,6,inform,1.906,.64500680523201,TRUE,12
L20,lexdec,word,low,low,4,itch,1.843,.611394678687686,TRUE,12
L20,lexdec,word,low,low,4,mesh,1.375,.318453731118535,TRUE,12
L20,lexdec,word,low,low,4,wrap,.813,-.207024169434327,TRUE,12
L20,lexdec,word,low,low,5,baton,1.094,.0898407039997895,TRUE,12
L20,lexdec,word,low,low,5,sofas,1.172,.158711691154821,TRUE,12
L20,lexdec,word,low,low,5,cured,.781,-.247180129142451,TRUE,12
L20,lexdec,word,low,low,6,undone,1.656,.504405055963068,TRUE,12
L20,lexdec,word,low,low,6,relied,1.609,.475612868010246,TRUE,12
L20,lexdec,word,low,low,4,knit,.734,-.309246250367621,TRUE,12
L20,lexdec,word,low,low,4,hazy,.719,-.32989392126109,TRUE,12
L20,lexdec,word,low,low,5,truce,1.437,.362557607096888,TRUE,12
L20,lexdec,word,low,low,5,clues,1.047,.0459289318883997,TRUE,12
L20,lexdec,word,low,low,5,plush,2.422,.884593645130901,TRUE,12
L20,lexdec,word,low,low,6,risked,.547,-.603306476560156,TRUE,12
L20,lexdec,word,low,low,6,masked,.875,-.133531392624523,TRUE,12
L20,lexdec,word,low,low,6,wedged,.969,-.0314906670913708,TRUE,12
L20,lexdec,word,low,low,4,chef,.859,-.151986356997882,TRUE,12
L20,lexdec,word,low,low,4,glee,.875,-.133531392624523,TRUE,12
L20,lexdec,word,low,low,5,lawns,.656,-.421594490038048,TRUE,12
L20,lexdec,word,low,low,5,idiom,1.156,.144965770250186,TRUE,12
L20,lexdec,word,low,low,5,marsh,1.11,.104360015324243,TRUE,12
L20,lexdec,word,low,low,6,melted,.985,-.0151136378100482,TRUE,12
L20,lexdec,word,low,low,6,spiced,.969,-.0314906670913708,TRUE,12
L21,lexdec,nonword,high,high,4,xage,1.157,.14583044821154,TRUE,13
L21,lexdec,nonword,high,high,4,siae,1.922,.653366310548101,TRUE,13
L21,lexdec,nonword,high,high,4,uile,1.375,.318453731118535,TRUE,13
L21,lexdec,nonword,high,high,5,clajs,2.875,1.05605267424931,TRUE,13
L21,lexdec,nonword,high,high,5,iulls,2.297,.831603923706961,TRUE,13
L21,lexdec,nonword,high,high,6,eapped,2.375,.864997437486605,TRUE,13
L21,lexdec,nonword,high,high,6,eoomed,2.656,.976821231614187,TRUE,13
L21,lexdec,nonword,high,high,4,diae,.688,-.373966441048793,TRUE,13
L21,lexdec,nonword,high,high,4,iape,1.015,.0148886124937506,TRUE,13
L21,lexdec,nonword,high,high,4,eint,1.203,.184818436992542,TRUE,13
L21,lexdec,nonword,high,high,5,aeeds,.922,-.0812100554255432,TRUE,13
L21,lexdec,nonword,high,high,5,uands,1.891,.63710578967632,TRUE,13
L21,lexdec,nonword,high,high,5,ioles,1.938,.661656513468574,TRUE,13
L21,lexdec,nonword,high,high,6,qobbed,2.188,.782987884559735,TRUE,13
L21,lexdec,nonword,high,high,6,aumble,3.656,1.2963696535919,TRUE,13
L21,lexdec,nonword,high,high,4,braj,.578,-.54818141030976,TRUE,13
L21,lexdec,nonword,high,high,4,aoon,1.062,.0601539228197471,TRUE,13
L21,lexdec,nonword,high,high,5,wiwes,2.078,.731405892677036,TRUE,13
L21,lexdec,nonword,high,high,5,aeals,.61,-.49429632181478,TRUE,13
L21,lexdec,nonword,high,high,6,einged,1.313,.272314595320659,TRUE,13
L21,lexdec,nonword,high,high,6,iagged,.547,-.603306476560156,TRUE,13
L21,lexdec,nonword,high,high,4,ieep,1.25,.22314355131421,TRUE,13
L21,lexdec,nonword,high,high,4,eush,1.203,.184818436992542,TRUE,13
L21,lexdec,nonword,high,high,5,iound,.796,-.228156093137754,TRUE,13
L21,lexdec,nonword,high,high,5,iared,.797,-.226900600191922,TRUE,13
L21,lexdec,nonword,high,high,6,oarrow,.844,-.16960278438618,TRUE,13
L21,lexdec,nonword,high,high,6,aettle,.859,-.151986356997882,TRUE,13
L21,lexdec,nonword,high,high,6,ougged,2.625,.965080896043587,TRUE,13
L21,lexdec,nonword,high,high,4,aied,1.047,.0459289318883997,TRUE,13
L21,lexdec,nonword,high,high,4,iunt,1.046,.0449733656427312,TRUE,13
L21,lexdec,nonword,high,high,4,oang,.844,-.16960278438618,TRUE,13
L21,lexdec,nonword,high,high,5,eoods,.859,-.151986356997882,TRUE,13
L21,lexdec,nonword,high,high,5,mioes,1.078,.0751074724868055,TRUE,13
L21,lexdec,nonword,high,high,6,sxared,1.188,.172271220940453,TRUE,13
L21,lexdec,nonword,high,high,6,uoiled,1.141,.131905070879939,TRUE,13
L21,lexdec,word,high,high,4,list,1.297,.260053905334307,TRUE,13
L21,lexdec,word,high,high,4,blow,1.406,.340748793388473,TRUE,13
L21,lexdec,word,high,high,4,post,.968,-.0325231917055601,TRUE,13
L21,lexdec,word,high,high,5,bound,1.766,.568717102181768,TRUE,13
L21,lexdec,word,high,high,5,forms,1.688,.523544396173765,TRUE,13
L21,lexdec,word,high,high,6,failed,1,0,TRUE,13
L21,lexdec,word,high,high,6,locked,1.829,.603769369408729,TRUE,13
L21,lexdec,word,high,high,4,test,1.61,.476234178996372,TRUE,13
L21,lexdec,word,high,high,4,pool,.984,-.0161293819298836,TRUE,13
L21,lexdec,word,high,high,4,ship,2.031,.708528282598248,TRUE,13
L21,lexdec,word,high,high,5,sales,1.469,.38458189719174,TRUE,13
L21,lexdec,word,high,high,5,hills,2.047,.716375306679153,TRUE,13
L21,lexdec,word,high,high,6,filled,1.437,.362557607096888,TRUE,13
L21,lexdec,word,high,high,6,finger,1.672,.51402051466251,TRUE,13
L21,lexdec,word,high,high,6,waters,.891,-.115410851511328,TRUE,13
L21,lexdec,word,high,high,4,race,1.218,.197210169287705,TRUE,13
L21,lexdec,word,high,high,4,rise,1.125,.117783035656383,TRUE,13
L21,lexdec,word,high,high,4,yard,1.594,.466246580368023,TRUE,13
L21,lexdec,word,high,high,5,grown,.938,-.0640053299759124,TRUE,13
L21,lexdec,word,high,high,5,walls,1.14,.131028262406404,TRUE,13
L21,lexdec,word,high,high,6,formed,1.204,.185649346886629,TRUE,13
L21,lexdec,word,high,high,6,washed,.812,-.208254938820459,TRUE,13
L21,lexdec,word,high,high,4,coal,.922,-.0812100554255432,TRUE,13
L21,lexdec,word,high,high,4,nose,3.094,1.12946475215087,TRUE,13
L21,lexdec,word,high,high,5,homes,1.719,.541742726400712,TRUE,13
L21,lexdec,word,high,high,5,parts,1.063,.0610950993598108,TRUE,13
L21,lexdec,word,high,high,5,pages,.797,-.226900600191922,TRUE,13
L21,lexdec,word,high,high,6,leaned,.984,-.0161293819298836,TRUE,13
L21,lexdec,word,high,high,6,master,1.922,.653366310548101,TRUE,13
L21,lexdec,word,high,high,6,picked,.813,-.207024169434327,TRUE,13
L21,lexdec,word,high,high,4,ease,1.078,.0751074724868055,TRUE,13
L21,lexdec,word,high,high,4,coat,2.375,.864997437486605,TRUE,13
L21,lexdec,word,high,high,5,track,1.141,.131905070879939,TRUE,13
L21,lexdec,word,high,high,5,river,1.375,.318453731118535,TRUE,13
L21,lexdec,word,high,high,5,rates,1.094,.0898407039997895,TRUE,13
L21,lexdec,word,high,high,6,stared,1.218,.197210169287705,TRUE,13
L21,lexdec,word,high,high,6,stated,.828,-.188742124596877,TRUE,13
L21,lexdec,word,high,high,6,stayed,1.282,.248421358498478,TRUE,13
L21,lexdec,nonword,high,low,4,toop,.844,-.16960278438618,TRUE,13
L21,lexdec,nonword,high,low,4,aive,2.125,.75377180237638,TRUE,13
L21,lexdec,nonword,high,low,5,dedge,.875,-.133531392624523,TRUE,13
L21,lexdec,nonword,high,low,5,saped,2.031,.708528282598248,TRUE,13
L21,lexdec,nonword,high,low,5,vobes,2.172,.775648402071689,TRUE,13
L21,lexdec,nonword,high,low,6,blaced,3.938,1.37067298021693,TRUE,13
L21,lexdec,nonword,high,low,4,vown,2.594,.953201085894252,TRUE,13
L21,lexdec,nonword,high,low,5,feeks,2.406,.877965617552487,TRUE,13
L21,lexdec,nonword,high,low,5,keeks,1.032,.031498667059371,TRUE,13
L21,lexdec,nonword,high,low,6,blaked,1.687,.522951803563831,TRUE,13
L21,lexdec,nonword,high,low,6,lamped,1.421,.351360849114964,TRUE,13
L21,lexdec,nonword,high,low,4,bims,2.391,.871711688476188,TRUE,13
L21,lexdec,nonword,high,low,4,draz,.625,-.470003629245736,TRUE,13
L21,lexdec,nonword,high,low,5,speep,.531,-.632993257740198,TRUE,13
L21,lexdec,nonword,high,low,5,talts,1.125,.117783035656383,TRUE,13
L21,lexdec,nonword,high,low,5,wumps,2.328,.845009529869191,TRUE,13
L21,lexdec,nonword,high,low,6,lanked,1.578,.456158222423683,TRUE,13
L21,lexdec,nonword,high,low,4,swav,1.297,.260053905334307,TRUE,13
L21,lexdec,nonword,high,low,4,yuts,1.11,.104360015324243,TRUE,13
L21,lexdec,nonword,high,low,5,wongs,1,0,TRUE,13
L21,lexdec,nonword,high,low,5,geams,.875,-.133531392624523,TRUE,13
L21,lexdec,nonword,high,low,5,rairs,1.14,.131028262406404,TRUE,13
L21,lexdec,nonword,high,low,6,vocked,1.172,.158711691154821,TRUE,13
L21,lexdec,nonword,high,low,6,looned,1.907,.645531326618282,TRUE,13
L21,lexdec,nonword,high,low,4,saft,1.812,.594431207620788,TRUE,13
L21,lexdec,nonword,high,low,4,waip,2.109,.746213901496638,TRUE,13
L21,lexdec,nonword,high,low,4,thap,1.187,.171429115627531,TRUE,13
L21,lexdec,nonword,high,low,5,trile,1.375,.318453731118535,TRUE,13
L21,lexdec,nonword,high,low,5,steek,.969,-.0314906670913708,TRUE,13
L21,lexdec,nonword,high,low,6,mooled,1.015,.0148886124937506,TRUE,13
L21,lexdec,nonword,high,low,6,ginged,.906,-.0987159729391577,TRUE,13
L21,lexdec,word,high,low,4,hush,1.281,.247641022914597,TRUE,13
L21,lexdec,word,high,low,4,curl,1.062,.0601539228197471,TRUE,13
L21,lexdec,word,high,low,4,wail,1.282,.248421358498478,TRUE,13
L21,lexdec,word,high,low,5,stark,1.281,.247641022914597,TRUE,13
L21,lexdec,word,high,low,5,pears,.937,-.0650719967437148,TRUE,13
L21,lexdec,word,high,low,5,latch,2.219,.797056643950457,TRUE,13
L21,lexdec,word,high,low,6,cocked,1.828,.603222473031958,TRUE,13
L21,lexdec,word,high,low,6,singer,2.047,.716375306679153,TRUE,13
L21,lexdec,word,high,low,4,tilt,1.016,.0158733491562902,TRUE,13
L21,lexdec,word,high,low,4,ramp,.968,-.0325231917055601,TRUE,13
L21,lexdec,word,high,low,4,reed,2.594,.953201085894252,TRUE,13
L21,lexdec,word,high,low,5,shave,1.656,.504405055963068,TRUE,13
L21,lexdec,word,high,low,5,liner,1.093,.0889262091944015,TRUE,13
L21,lexdec,word,high,low,6,ragged,.234,-1.45243416362444,TRUE,13
L21,lexdec,word,high,low,6,lashes,1.313,.272314595320659,TRUE,13
L21,lexdec,word,high,low,6,wailed,1.437,.362557607096888,TRUE,13
L21,lexdec,word,high,low,4,hike,.938,-.0640053299759124,TRUE,13
L21,lexdec,word,high,low,4,swan,.875,-.133531392624523,TRUE,13
L21,lexdec,word,high,low,5,wakes,1.156,.144965770250186,TRUE,13
L21,lexdec,word,high,low,5,scare,1.125,.117783035656383,TRUE,13
L21,lexdec,word,high,low,5,mouse,1.063,.0610950993598108,TRUE,13
L21,lexdec,word,high,low,6,shakes,1.391,.330022912941306,TRUE,13
L21,lexdec,word,high,low,6,heaped,2.344,.851858871714766,TRUE,13
L21,lexdec,word,high,low,4,hack,1.015,.0148886124937506,TRUE,13
L21,lexdec,word,high,low,4,mend,1.485,.395414772254663,TRUE,13
L21,lexdec,word,high,low,5,gears,1.172,.158711691154821,TRUE,13
L21,lexdec,word,high,low,5,noses,1.079,.0760346862759976,TRUE,13
L21,lexdec,word,high,low,6,washes,1.672,.51402051466251,TRUE,13
L21,lexdec,word,high,low,6,winged,.765,-.267879445155601,TRUE,13
L21,lexdec,word,high,low,6,rocket,1.156,.144965770250186,TRUE,13
L21,lexdec,word,high,low,4,gilt,1.063,.0610950993598108,TRUE,13
L21,lexdec,word,high,low,4,rack,1.281,.247641022914597,TRUE,13
L21,lexdec,word,high,low,5,minus,1.313,.272314595320659,TRUE,13
L21,lexdec,word,high,low,5,hatch,1.047,.0459289318883997,TRUE,13
L21,lexdec,word,high,low,5,waded,1.094,.0898407039997895,TRUE,13
L21,lexdec,word,high,low,6,ringed,1.453,.373630384588146,TRUE,13
L21,lexdec,word,high,low,6,mashed,1.937,.661140384424859,TRUE,13
L21,lexdec,nonword,low,high,4,wefg,2.828,1.03956974803433,TRUE,13
L21,lexdec,nonword,low,high,4,plau,2.203,.789820067820206,TRUE,13
L21,lexdec,nonword,low,high,5,psems,2.375,.864997437486605,TRUE,13
L21,lexdec,nonword,low,high,5,iogue,2.047,.716375306679153,TRUE,13
L21,lexdec,nonword,low,high,5,phuph,3.016,1.10393145014571,TRUE,13
L21,lexdec,nonword,low,high,6,pganes,1.375,.318453731118535,TRUE,13
L21,lexdec,nonword,low,high,6,knenge,.984,-.0161293819298836,TRUE,13
L21,lexdec,nonword,low,high,6,flepts,2.828,1.03956974803433,TRUE,13
L21,lexdec,nonword,low,high,4,wlus,1.657,.505008738444426,TRUE,13
L21,lexdec,nonword,low,high,4,muwf,.906,-.0987159729391577,TRUE,13
L21,lexdec,nonword,low,high,5,joljs,1.156,.144965770250186,TRUE,13
L21,lexdec,nonword,low,high,5,ayped,1.657,.505008738444426,TRUE,13
L21,lexdec,nonword,low,high,6,luxged,1.547,.436317571590929,TRUE,13
L21,lexdec,nonword,low,high,6,nekved,1.078,.0751074724868055,TRUE,13
L21,lexdec,nonword,low,high,6,ticyed,3.219,1.16907075231667,TRUE,13
L21,lexdec,nonword,low,high,4,qymn,.703,-.352398387171472,TRUE,13
L21,lexdec,nonword,low,high,4,urae,.657,-.420071260497527,TRUE,13
L21,lexdec,nonword,low,high,5,rogts,1.032,.031498667059371,TRUE,13
L21,lexdec,nonword,low,high,5,monqh,1.25,.22314355131421,TRUE,13
L21,lexdec,nonword,low,high,6,aooves,1.125,.117783035656383,TRUE,13
L21,lexdec,nonword,low,high,6,snoqze,1.094,.0898407039997895,TRUE,13
L21,lexdec,nonword,low,high,4,oxbs,1.265,.235072122179483,TRUE,13
L21,lexdec,nonword,low,high,4,sjiv,1.281,.247641022914597,TRUE,13
L21,lexdec,nonword,low,high,4,murw,.766,-.266573109241546,TRUE,13
L21,lexdec,nonword,low,high,5,pjach,.984,-.0161293819298836,TRUE,13
L21,lexdec,nonword,low,high,5,pikts,.828,-.188742124596877,TRUE,13
L21,lexdec,nonword,low,high,6,uifths,1.172,.158711691154821,TRUE,13
L21,lexdec,nonword,low,high,6,vrites,.844,-.16960278438618,TRUE,13
L21,lexdec,nonword,low,high,6,reuged,.875,-.133531392624523,TRUE,13
L21,lexdec,nonword,low,high,4,dwrm,1.375,.318453731118535,TRUE,13
L21,lexdec,nonword,low,high,4,bhef,.953,-.048140375327935,TRUE,13
L21,lexdec,nonword,low,high,5,dzeam,1.453,.373630384588146,TRUE,13
L21,lexdec,nonword,low,high,5,snohd,.891,-.115410851511328,TRUE,13
L21,lexdec,nonword,low,high,6,prahce,1,0,TRUE,13
L21,lexdec,nonword,low,high,6,talwed,1.016,.0158733491562902,TRUE,13
L21,lexdec,nonword,low,high,6,typlib,1.438,.363253259298855,TRUE,13
L21,lexdec,word,low,high,4,golf,1.157,.14583044821154,TRUE,13
L21,lexdec,word,low,high,4,drew,1.312,.271552690521897,TRUE,13
L21,lexdec,word,low,high,4,film,.89,-.116533816255952,TRUE,13
L21,lexdec,word,low,high,5,claim,2.078,.731405892677036,TRUE,13
L21,lexdec,word,low,high,5,tools,2.422,.884593645130901,TRUE,13
L21,lexdec,word,low,high,6,belong,1.531,.425921116675547,TRUE,13
L21,lexdec,word,low,high,6,lifted,1.406,.340748793388473,TRUE,13
L21,lexdec,word,low,high,4,unit,1.344,.295650242100958,TRUE,13
L21,lexdec,word,low,high,4,eggs,1.375,.318453731118535,TRUE,13
L21,lexdec,word,low,high,5,queen,1.61,.476234178996372,TRUE,13
L21,lexdec,word,low,high,5,brief,1.031,.0305292050348228,TRUE,13
L21,lexdec,word,low,high,5,serve,.969,-.0314906670913708,TRUE,13
L21,lexdec,word,low,high,6,dreams,1.172,.158711691154821,TRUE,13
L21,lexdec,word,low,high,6,normal,.953,-.048140375327935,TRUE,13
L21,lexdec,word,low,high,4,desk,.875,-.133531392624523,TRUE,13
L21,lexdec,word,low,high,4,plus,1.172,.158711691154821,TRUE,13
L21,lexdec,word,low,high,5,thick,.968,-.0325231917055601,TRUE,13
L21,lexdec,word,low,high,5,towns,1.265,.235072122179483,TRUE,13
L21,lexdec,word,low,high,5,liked,1.031,.0305292050348228,TRUE,13
L21,lexdec,word,low,high,6,cattle,2.422,.884593645130901,TRUE,13
L21,lexdec,word,low,high,6,effort,1.328,.283674051054242,TRUE,13
L21,lexdec,word,low,high,6,wished,.969,-.0314906670913708,TRUE,13
L21,lexdec,word,low,high,4,copy,1.406,.340748793388473,TRUE,13
L21,lexdec,word,low,high,4,ends,1.172,.158711691154821,TRUE,13
L21,lexdec,word,low,high,5,loose,.907,-.0976128288670004,TRUE,13
L21,lexdec,word,low,high,5,yards,2.281,.824613943302251,TRUE,13
L21,lexdec,word,low,high,5,march,1.031,.0305292050348228,TRUE,13
L21,lexdec,word,low,high,6,strain,1.141,.131905070879939,TRUE,13
L21,lexdec,word,low,high,6,gained,1.172,.158711691154821,TRUE,13
L21,lexdec,word,low,high,4,join,1.203,.184818436992542,TRUE,13
L21,lexdec,word,low,high,4,onto,1.078,.0751074724868055,TRUE,13
L21,lexdec,word,low,high,4,sign,1.078,.0751074724868055,TRUE,13
L21,lexdec,word,low,high,5,facts,1.11,.104360015324243,TRUE,13
L21,lexdec,word,low,high,5,block,.86,-.150822889734584,TRUE,13
L21,lexdec,word,low,high,6,latest,.828,-.188742124596877,TRUE,13
L21,lexdec,word,low,high,6,nodded,1.031,.0305292050348228,TRUE,13
L21,lexdec,nonword,low,low,4,gurg,1.844,.611937125134402,TRUE,13
L21,lexdec,nonword,low,low,4,deke,1.046,.0449733656427312,TRUE,13
L21,lexdec,nonword,low,low,5,snucs,3.906,1.36251383245449,TRUE,13
L21,lexdec,nonword,low,low,5,gwern,1.437,.362557607096888,TRUE,13
L21,lexdec,nonword,low,low,5,slefs,3.188,1.15939376092797,TRUE,13
L21,lexdec,nonword,low,low,6,sprour,1.969,.677525799656989,TRUE,13
L21,lexdec,nonword,low,low,6,quetts,3.204,1.16440002920611,TRUE,13
L21,lexdec,nonword,low,low,4,kyth,.687,-.375420986759788,TRUE,13
L21,lexdec,nonword,low,low,4,vabb,.922,-.0812100554255432,TRUE,13
L21,lexdec,nonword,low,low,5,thaik,1.281,.247641022914597,TRUE,13
L21,lexdec,nonword,low,low,5,dwice,1.703,.532391401680551,TRUE,13
L21,lexdec,nonword,low,low,6,glabed,2.641,.971157633314995,TRUE,13
L21,lexdec,nonword,low,low,6,skeech,1.468,.383900930192324,TRUE,13
L21,lexdec,nonword,low,low,4,merg,1.86,.62057648772511,TRUE,13
L21,lexdec,nonword,low,low,5,clett,.609,-.49593701127224,TRUE,13
L21,lexdec,nonword,low,low,5,highf,2,.693147180559945,TRUE,13
L21,lexdec,nonword,low,low,5,yeece,1.609,.475612868010246,TRUE,13
L21,lexdec,nonword,low,low,6,slaund,1.094,.0898407039997895,TRUE,13
L21,lexdec,nonword,low,low,6,korged,1.25,.22314355131421,TRUE,13
L21,lexdec,nonword,low,low,4,ipce,.562,-.576253429088446,TRUE,13
L21,lexdec,nonword,low,low,4,dwur,1,0,TRUE,13
L21,lexdec,nonword,low,low,5,scanx,1.219,.198030850499135,TRUE,13
L21,lexdec,nonword,low,low,5,yoarm,1.375,.318453731118535,TRUE,13
L21,lexdec,nonword,low,low,5,montz,1.469,.38458189719174,TRUE,13
L21,lexdec,nonword,low,low,6,slinds,1.218,.197210169287705,TRUE,13
L21,lexdec,nonword,low,low,6,cratts,3.671,1.3004641045147,TRUE,13
L21,lexdec,nonword,low,low,4,truv,1.828,.603222473031958,TRUE,13
L21,lexdec,nonword,low,low,5,shoth,.922,-.0812100554255432,TRUE,13
L21,lexdec,nonword,low,low,5,pryts,.922,-.0812100554255432,TRUE,13
L21,lexdec,nonword,low,low,5,shond,1.39,.3293037471426,TRUE,13
L21,lexdec,nonword,low,low,6,mowlds,1.031,.0305292050348228,TRUE,13
L21,lexdec,nonword,low,low,6,sponts,1.141,.131905070879939,TRUE,13
L21,lexdec,nonword,low,low,6,yolbed,1.234,.210260925483196,TRUE,13
L21,lexdec,word,low,low,4,afar,1,0,TRUE,13
L21,lexdec,word,low,low,4,jolt,1.375,.318453731118535,TRUE,13
L21,lexdec,word,low,low,4,loaf,1.734,.55043087835835,TRUE,13
